GeneSymbol,Chromosome,Start,ReferenceAllele,AlternateAllele,ClinicalSignificance,PhenotypeList,Assembly,Type
CFTR,7,117587811,na,na,Pathogenic,Cystic fibrosis|Congenital bilateral aplasia of vas deferens from CFTR mutation;Hereditary pancreatitis;Cystic fibrosis;Bronchiectasis with or without elevated sweat chloride 1|not provided|not specified|Congenital bilateral aplasia of vas deferens from CFTR mutation;Cystic fibrosis|Bronchiectasis with or without elevated sweat chloride 1|CFTR-related disorder,GRCh38,single nucleotide variant
CFTR,7,117587829,na,na,Pathogenic,Cystic fibrosis|not provided|CFTR-related disorder|Bronchiectasis with or without elevated sweat chloride 1;Congenital bilateral aplasia of vas deferens from CFTR mutation;Hereditary pancreatitis;Cystic fibrosis|Bronchiectasis with or without elevated sweat chloride 1|Congenital bilateral aplasia of vas deferens from CFTR mutation;Cystic fibrosis,GRCh38,single nucleotide variant
CFTR,7,117642484,na,na,Pathogenic,Cystic fibrosis|not provided|CFTR-related disorder|not specified|Bronchiectasis with or without elevated sweat chloride 1,GRCh38,single nucleotide variant
CFTR,7,117559594,na,na,Conflicting classifications of pathogenicity,Cystic fibrosis|not specified|CFTR-related disorder|not provided|Obstructive azoospermia|Infertility disorder|Hereditary pancreatitis|Bronchiectasis with or without elevated sweat chloride 1;Congenital bilateral aplasia of vas deferens from CFTR mutation;Hereditary pancreatitis;Cystic fibrosis,GRCh38,single nucleotide variant
CFTR,7,117594977,na,na,Pathogenic,Cystic fibrosis|Cystic fibrosis;Congenital bilateral aplasia of vas deferens from CFTR mutation|Bronchiectasis with or without elevated sweat chloride 1|Bronchiectasis with or without elevated sweat chloride 1;Cystic fibrosis;Congenital bilateral aplasia of vas deferens from CFTR mutation;Hereditary pancreatitis|CFTR-related disorder,GRCh38,single nucleotide variant
CFTR,7,117603612,na,na,Pathogenic/Likely pathogenic,Cystic fibrosis|Congenital bilateral aplasia of vas deferens from CFTR mutation;Cystic fibrosis|Bronchiectasis with or without elevated sweat chloride 1|Congenital bilateral aplasia of vas deferens from CFTR mutation;Cystic fibrosis;Bronchiectasis with or without elevated sweat chloride 1;Hereditary pancreatitis,GRCh38,single nucleotide variant
CFTR,7,117642566,na,na,Pathogenic,Cystic fibrosis|not provided|not specified|Hereditary pancreatitis;Cystic fibrosis;Bronchiectasis with or without elevated sweat chloride 1;Congenital bilateral aplasia of vas deferens from CFTR mutation|Cystic fibrosis;Congenital bilateral aplasia of vas deferens from CFTR mutation|CFTR-related disorder|Hereditary pancreatitis|Bronchiectasis with or without elevated sweat chloride 1,GRCh38,single nucleotide variant
CFTR,7,117559479,na,na,Benign/Likely benign,Cystic fibrosis|not specified|CFTR-related disorder|not provided,GRCh38,single nucleotide variant
CFTR,7,117559587,na,na,Conflicting classifications of pathogenicity,Cystic fibrosis|not specified|not provided|Hereditary pancreatitis,GRCh38,single nucleotide variant
CFTR,7,117548804,na,na,Likely pathogenic,Cystic fibrosis,GRCh38,single nucleotide variant
CFTR,7,117652915,na,na,Pathogenic,Cystic fibrosis,GRCh38,single nucleotide variant
CFTR,7,117652877,na,na,Pathogenic,"Cystic fibrosis|not provided|Cystic fibrosis;Congenital bilateral aplasia of vas deferens from CFTR mutation|Spermatogenic failure, Y-linked, 2|CFTR-related disorder|Hereditary pancreatitis|Bronchiectasis with or without elevated sweat chloride 1;Cystic fibrosis;Congenital bilateral aplasia of vas deferens from CFTR mutation;Hereditary pancreatitis|Bronchiectasis with or without elevated sweat chloride 1",GRCh38,single nucleotide variant
CFTR,7,117627537,na,na,Pathogenic,Cystic fibrosis|not provided|CFTR-related disorder|not specified|Congenital bilateral aplasia of vas deferens from CFTR mutation;Cystic fibrosis|Bronchiectasis with or without elevated sweat chloride 1|Congenital bilateral aplasia of vas deferens from CFTR mutation|Congenital bilateral aplasia of vas deferens from CFTR mutation;Hereditary pancreatitis;Cystic fibrosis;Bronchiectasis with or without elevated sweat chloride 1,GRCh38,single nucleotide variant
CFTR,7,117627774,na,na,Pathogenic,Cystic fibrosis,GRCh38,single nucleotide variant
CFTR,7,117540230,na,na,Pathogenic,Cystic fibrosis|not provided|CFTR-related disorder|Congenital bilateral aplasia of vas deferens from CFTR mutation;Hereditary pancreatitis;Cystic fibrosis;Bronchiectasis with or without elevated sweat chloride 1|not specified|Congenital bilateral aplasia of vas deferens from CFTR mutation;Cystic fibrosis|Bronchiectasis with or without elevated sweat chloride 1|Congenital bilateral aplasia of vas deferens from CFTR mutation;Cystic fibrosis;Bronchiectasis with or without elevated sweat chloride 1,GRCh38,single nucleotide variant
CFTR,7,117594990,na,na,Pathogenic,Cystic fibrosis|CFTR-related disorder|Bronchiectasis with or without elevated sweat chloride 1|Cystic fibrosis;Congenital bilateral aplasia of vas deferens from CFTR mutation|not provided,GRCh38,single nucleotide variant
CFTR,7,117587805,na,na,Pathogenic; drug response,Cystic fibrosis|ivacaftor response - Efficacy|not provided|Bronchiectasis with or without elevated sweat chloride 1|CFTR-related disorder|Hereditary pancreatitis,GRCh38,single nucleotide variant
CFTR,7,117509123,na,na,Pathogenic,Cystic fibrosis|not provided|Congenital bilateral aplasia of vas deferens from CFTR mutation;Hereditary pancreatitis;Cystic fibrosis;Bronchiectasis with or without elevated sweat chloride 1|Congenital bilateral aplasia of vas deferens from CFTR mutation;Cystic fibrosis|Bronchiectasis with or without elevated sweat chloride 1|CFTR-related disorder,GRCh38,single nucleotide variant
CFTR,7,117627525,na,na,Pathogenic,Cystic fibrosis|Bronchiectasis with or without elevated sweat chloride 1;Congenital bilateral aplasia of vas deferens from CFTR mutation;Hereditary pancreatitis;Cystic fibrosis|not provided|Congenital bilateral aplasia of vas deferens from CFTR mutation;Cystic fibrosis|CFTR-related disorder|Bronchiectasis with or without elevated sweat chloride 1,GRCh38,single nucleotide variant
CFTR,7,117559629,na,na,Pathogenic,Cystic fibrosis|Congenital bilateral aplasia of vas deferens from CFTR mutation;Cystic fibrosis|not specified|Bronchiectasis with or without elevated sweat chloride 1|not provided|CFTR-related disorder,GRCh38,single nucleotide variant
CFTR,7,117559643,na,na,Pathogenic,Cystic fibrosis|CFTR-related disorder|Bronchiectasis with or without elevated sweat chloride 1,GRCh38,single nucleotide variant
CFTR,7,117642593,na,na,Pathogenic/Likely pathogenic,Cystic fibrosis|not specified|CFTR-related disorder|Bronchiectasis with or without elevated sweat chloride 1,GRCh38,single nucleotide variant
CFTR,7,117540163,na,na,Pathogenic,Cystic fibrosis|Bronchiectasis with or without elevated sweat chloride 1|Obstructive azoospermia,GRCh38,single nucleotide variant
CFTR,7,117559546,na,na,Pathogenic,Cystic fibrosis|Cystic fibrosis;Congenital bilateral aplasia of vas deferens from CFTR mutation|Bronchiectasis with or without elevated sweat chloride 1|Bronchiectasis with or without elevated sweat chloride 1;Cystic fibrosis;Congenital bilateral aplasia of vas deferens from CFTR mutation;Hereditary pancreatitis|not provided|CFTR-related disorder,GRCh38,single nucleotide variant
CFTR,7,117587833,na,na,Pathogenic,Cystic fibrosis|Bronchiectasis with or without elevated sweat chloride 1,GRCh38,single nucleotide variant
CFTR,7,117592646,na,na,Pathogenic,Cystic fibrosis,GRCh38,single nucleotide variant
CFTR,7,117611638,na,na,Pathogenic,Cystic fibrosis|Bronchiectasis with or without elevated sweat chloride 1;Cystic fibrosis;Congenital bilateral aplasia of vas deferens from CFTR mutation;Hereditary pancreatitis|not specified|Bronchiectasis with or without elevated sweat chloride 1|not provided|Cystic fibrosis;Congenital bilateral aplasia of vas deferens from CFTR mutation|CFTR-related disorder,GRCh38,single nucleotide variant
CFTR,7,117611640,na,na,drug response,Cystic fibrosis|not specified|ivacaftor response - Efficacy|not provided|CFTR-related disorder,GRCh38,single nucleotide variant
CFTR,7,117642594,na,na,Pathogenic,Cystic fibrosis|Cystic fibrosis;Congenital bilateral aplasia of vas deferens from CFTR mutation|CFTR-related disorder|Bronchiectasis with or without elevated sweat chloride 1;Cystic fibrosis;Congenital bilateral aplasia of vas deferens from CFTR mutation;Hereditary pancreatitis|not provided,GRCh38,single nucleotide variant
CFTR,7,117611637,na,na,Pathogenic,Cystic fibrosis|not provided|Congenital bilateral aplasia of vas deferens from CFTR mutation;Cystic fibrosis|Bronchiectasis with or without elevated sweat chloride 1;Congenital bilateral aplasia of vas deferens from CFTR mutation;Hereditary pancreatitis;Cystic fibrosis|not specified|CFTR-related disorder|Bronchiectasis with or without elevated sweat chloride 1,GRCh38,single nucleotide variant
CFTR,7,117642528,na,na,Conflicting classifications of pathogenicity,Congenital bilateral aplasia of vas deferens from CFTR mutation|Cystic fibrosis|not specified|Hereditary pancreatitis|CFTR-related disorder|not provided|Bronchiectasis with or without elevated sweat chloride 1;Cystic fibrosis;Congenital bilateral aplasia of vas deferens from CFTR mutation;Hereditary pancreatitis,GRCh38,single nucleotide variant
CFTR,7,117590400,na,na,Conflicting classifications of pathogenicity,"Congenital bilateral aplasia of vas deferens from CFTR mutation|Cystic fibrosis|not provided|Lung disease, non-specific|not specified|Chronic sinusitis|CFTR-related disorder|Bronchiectasis with or without elevated sweat chloride 1;Congenital bilateral aplasia of vas deferens from CFTR mutation;Hereditary pancreatitis;Cystic fibrosis",GRCh38,single nucleotide variant
CFTR,7,117639961,na,na,Pathogenic,Cystic fibrosis|not specified|not provided|Hereditary pancreatitis;Cystic fibrosis;Bronchiectasis with or without elevated sweat chloride 1;Congenital bilateral aplasia of vas deferens from CFTR mutation|Cystic fibrosis;CFTR-related disorder|Hereditary pancreatitis|CFTR-related disorder,GRCh38,single nucleotide variant
CFTR,7,117642568,na,na,Pathogenic,Cystic fibrosis|CFTR-related disorder,GRCh38,single nucleotide variant
CFTR,7,117590440,na,na,Pathogenic,Cystic fibrosis|Congenital bilateral aplasia of vas deferens from CFTR mutation;Hereditary pancreatitis;Cystic fibrosis;Bronchiectasis with or without elevated sweat chloride 1|not provided|Congenital bilateral aplasia of vas deferens from CFTR mutation;Cystic fibrosis|CFTR-related disorder|Bronchiectasis with or without elevated sweat chloride 1,GRCh38,single nucleotide variant
CFTR,7,117540305,na,na,Conflicting classifications of pathogenicity,not specified|Cystic fibrosis|Hereditary pancreatitis,GRCh38,single nucleotide variant
CFTR,7,117540270,na,na,Pathogenic/Likely pathogenic,Cystic fibrosis|Cystic fibrosis;Congenital bilateral aplasia of vas deferens from CFTR mutation|Bronchiectasis with or without elevated sweat chloride 1|Cystic fibrosis;Congenital bilateral aplasia of vas deferens from CFTR mutation;Hereditary pancreatitis;Bronchiectasis with or without elevated sweat chloride 1,GRCh38,single nucleotide variant
CFTR,7,117540276,na,na,Uncertain significance,Cystic fibrosis|Cystic fibrosis;Congenital bilateral aplasia of vas deferens from CFTR mutation|Hereditary pancreatitis|not specified|not provided|Bronchiectasis with or without elevated sweat chloride 1,GRCh38,single nucleotide variant
CFTR,7,117587755,na,na,Uncertain significance,Cystic fibrosis|not provided|CFTR-related disorder|not specified|Bronchiectasis with or without elevated sweat chloride 1;Congenital bilateral aplasia of vas deferens from CFTR mutation;Hereditary pancreatitis;Cystic fibrosis,GRCh38,single nucleotide variant
CFTR,7,117592313,na,na,Pathogenic,Cystic fibrosis,GRCh38,single nucleotide variant
CFTR,7,117592658,na,na,Pathogenic,Cystic fibrosis|CFTR-related disorder|not provided|Bronchiectasis with or without elevated sweat chloride 1;Cystic fibrosis;Congenital bilateral aplasia of vas deferens from CFTR mutation;Hereditary pancreatitis,GRCh38,single nucleotide variant
CFTR,7,117627765,na,na,Pathogenic/Likely pathogenic,Cystic fibrosis,GRCh38,single nucleotide variant
CFTR,7,117642437,na,na,Pathogenic,Cystic fibrosis|CFTR-related disorder|Cystic fibrosis;Hereditary pancreatitis,GRCh38,single nucleotide variant
CFTR,7,117509040,na,na,Pathogenic,Cystic fibrosis|CFTR-related disorder,GRCh38,single nucleotide variant
CFTR,7,117652905,na,na,Pathogenic,Cystic fibrosis|CFTR-related disorder|Bronchiectasis with or without elevated sweat chloride 1,GRCh38,single nucleotide variant
CFTR,7,117530899,na,na,Pathogenic,Cystic fibrosis|not provided|CFTR-related disorder;Cystic fibrosis|CFTR-related disorder|Bronchiectasis with or without elevated sweat chloride 1,GRCh38,single nucleotide variant
CFTR,7,117540270,na,na,Pathogenic,Cystic fibrosis|not provided|CFTR-related disorder|Cystic fibrosis;CFTR-related disorder|Cystic fibrosis;Congenital bilateral aplasia of vas deferens from CFTR mutation|Bronchiectasis with or without elevated sweat chloride 1|Hereditary pancreatitis;Cystic fibrosis;Bronchiectasis with or without elevated sweat chloride 1;Congenital bilateral aplasia of vas deferens from CFTR mutation,GRCh38,single nucleotide variant
CFTR,7,117509140,na,na,Pathogenic,Cystic fibrosis|CFTR-related disorder|Bronchiectasis with or without elevated sweat chloride 1,GRCh38,single nucleotide variant
CFTR,7,117642577,na,na,Pathogenic,Cystic fibrosis,GRCh38,single nucleotide variant
CFTR,7,117530899,na,na,Pathogenic,Cystic fibrosis|Cystic fibrosis;Congenital bilateral aplasia of vas deferens from CFTR mutation|CFTR-related disorder;Cystic fibrosis|CFTR-related disorder|Bronchiectasis with or without elevated sweat chloride 1,GRCh38,single nucleotide variant
CFTR,7,117559509,na,na,Pathogenic/Likely pathogenic,Cystic fibrosis|not provided|Congenital bilateral aplasia of vas deferens from CFTR mutation;Cystic fibrosis|Bronchiectasis with or without elevated sweat chloride 1,GRCh38,single nucleotide variant
CFTR,7,117535285,na,na,Pathogenic; drug response,Cystic fibrosis|not provided|Bronchiectasis with or without elevated sweat chloride 1;Congenital bilateral aplasia of vas deferens from CFTR mutation;Hereditary pancreatitis;Cystic fibrosis|Congenital bilateral aplasia of vas deferens from CFTR mutation;Cystic fibrosis|ivacaftor response - Efficacy|CFTR-related disorder;Cystic fibrosis|CFTR-related disorder|Bronchiectasis with or without elevated sweat chloride 1,GRCh38,single nucleotide variant
CFTR,7,117642483,na,na,Pathogenic; drug response,Cystic fibrosis|Hereditary pancreatitis|ivacaftor response - Efficacy,GRCh38,single nucleotide variant
CFTR,7,117540243,na,na,Pathogenic,Cystic fibrosis|CFTR-related disorder|not provided|Bronchiectasis with or without elevated sweat chloride 1|not specified|Bronchiectasis with or without elevated sweat chloride 1;Congenital bilateral aplasia of vas deferens from CFTR mutation;Hereditary pancreatitis;Cystic fibrosis,GRCh38,single nucleotide variant
CFTR,7,117611707,na,na,Pathogenic,Cystic fibrosis|not provided|Cystic fibrosis;Congenital bilateral aplasia of vas deferens from CFTR mutation;Hereditary pancreatitis;Bronchiectasis with or without elevated sweat chloride 1|Cystic fibrosis;Congenital bilateral aplasia of vas deferens from CFTR mutation|CFTR-related disorder|Bronchiectasis with or without elevated sweat chloride 1,GRCh38,single nucleotide variant
CFTR,7,117587820,na,na,Benign/Likely benign,Cystic fibrosis|not provided|not specified|CFTR-related disorder,GRCh38,single nucleotide variant
CFTR,7,117530951,na,na,Pathogenic/Likely pathogenic,Cystic fibrosis|Bronchiectasis with or without elevated sweat chloride 1,GRCh38,single nucleotide variant
CFTR,7,117540285,na,na,Pathogenic; drug response,Cystic fibrosis|ivacaftor response - Efficacy|Cystic fibrosis;Congenital bilateral aplasia of vas deferens from CFTR mutation;Hereditary pancreatitis;Bronchiectasis with or without elevated sweat chloride 1|Cystic fibrosis;Congenital bilateral aplasia of vas deferens from CFTR mutation|not provided|CFTR-related disorder|Bronchiectasis with or without elevated sweat chloride 1,GRCh38,single nucleotide variant
CFTR,7,117509146,na,na,Uncertain significance,Cystic fibrosis|not provided|CFTR-related disorder|not specified,GRCh38,single nucleotide variant
CFTR,7,117587808,na,na,Pathogenic,Cystic fibrosis|CFTR-related disorder|Bronchiectasis with or without elevated sweat chloride 1,GRCh38,single nucleotide variant
CFTR,7,117592110,na,na,Pathogenic,Cystic fibrosis,GRCh38,single nucleotide variant
CFTR,7,117592295,na,na,Pathogenic,not provided|Cystic fibrosis|Congenital bilateral aplasia of vas deferens from CFTR mutation;Cystic fibrosis|CFTR-related disorder|Bronchiectasis with or without elevated sweat chloride 1,GRCh38,single nucleotide variant
CFTR,7,117603542,na,na,Pathogenic,Cystic fibrosis|not provided|Bronchiectasis with or without elevated sweat chloride 1|CFTR-related disorder|Bronchiectasis with or without elevated sweat chloride 1;Cystic fibrosis;Congenital bilateral aplasia of vas deferens from CFTR mutation;Hereditary pancreatitis,GRCh38,single nucleotide variant
CFTR,7,117603609,na,na,Uncertain significance,Cystic fibrosis|not provided|not specified|CFTR-related disorder|Hereditary pancreatitis,GRCh38,single nucleotide variant
CFTR,7,117603719,na,na,Uncertain significance,Cystic fibrosis|not specified,GRCh38,single nucleotide variant
CFTR,7,117611635,na,na,Pathogenic,Cystic fibrosis|not provided|Cystic fibrosis;Congenital bilateral aplasia of vas deferens from CFTR mutation|CFTR-related disorder,GRCh38,single nucleotide variant
CFTR,7,117611653,na,na,Pathogenic,Cystic fibrosis,GRCh38,single nucleotide variant
CFTR,7,117611695,na,na,Pathogenic/Likely pathogenic,Cystic fibrosis,GRCh38,single nucleotide variant
CFTR,7,117611717,na,na,Pathogenic,Cystic fibrosis|not specified|CFTR-related disorder;Cystic fibrosis|CFTR-related disorder,GRCh38,single nucleotide variant
CFTR,7,117627664,na,na,Pathogenic,Cystic fibrosis|CFTR-related disorder,GRCh38,single nucleotide variant
CFTR,7,117627712,na,na,Conflicting classifications of pathogenicity,Cystic fibrosis|not provided|not specified|CFTR-related disorder,GRCh38,single nucleotide variant
CFTR,7,117627753,na,na,Pathogenic,Cystic fibrosis|not provided|CFTR-related disorder|Bronchiectasis with or without elevated sweat chloride 1,GRCh38,single nucleotide variant
CFTR,7,117642466,na,na,Conflicting classifications of pathogenicity,Cystic fibrosis,GRCh38,single nucleotide variant
CFTR,7,117642472,na,na,Pathogenic; drug response,Cystic fibrosis|not provided|ivacaftor response - Efficacy|CFTR-related disorder|Bronchiectasis with or without elevated sweat chloride 1,GRCh38,single nucleotide variant
CFTR,7,117652875,na,na,Pathogenic,Cystic fibrosis,GRCh38,single nucleotide variant
CFTR,7,117667029,na,na,Pathogenic/Likely pathogenic,Sweat chloride elevation without cystic fibrosis|Congenital bilateral aplasia of vas deferens from CFTR mutation;Cystic fibrosis|Cystic fibrosis|Bronchiectasis with or without elevated sweat chloride 1|CFTR-related disorder|Congenital bilateral aplasia of vas deferens from CFTR mutation;Hereditary pancreatitis;Cystic fibrosis;Bronchiectasis with or without elevated sweat chloride 1|Respiratory ciliopathies including non-CF bronchiectasis|not provided,GRCh38,single nucleotide variant
CFTR,7,117587812,na,na,Uncertain significance,Cystic fibrosis|not specified,GRCh38,single nucleotide variant
CFTR,7,117479993,na,na,Pathogenic,Cystic fibrosis,GRCh38,single nucleotide variant
CFTR,7,117627502,na,na,Benign/Likely benign,Cystic fibrosis|not specified|not provided|CFTR-related disorder|Hereditary pancreatitis,GRCh38,single nucleotide variant
CFTR,7,117610521,na,na,Conflicting classifications of pathogenicity,||Cystic fibrosis|not provided|not specified|Pancreatitis|CFTR-related disorder|Infertility disorder|Obstructive azoospermia|Bronchiectasis with or without elevated sweat chloride 1;Congenital bilateral aplasia of vas deferens from CFTR mutation;Hereditary pancreatitis;Cystic fibrosis,GRCh38,single nucleotide variant
CFTR,7,117480113,na,na,Pathogenic,Cystic fibrosis|not provided,GRCh38,single nucleotide variant
CFTR,7,117664780,na,na,Conflicting classifications of pathogenicity,Cystic fibrosis|not provided|Congenital bilateral aplasia of vas deferens from CFTR mutation;Hereditary pancreatitis;Cystic fibrosis;Bronchiectasis with or without elevated sweat chloride 1|CFTR-related disorder|not specified,GRCh38,single nucleotide variant
CFTR,7,117535318,na,na,Conflicting classifications of pathogenicity,Cystic fibrosis|not provided|not specified|CFTR-related disorder,GRCh38,single nucleotide variant
CFTR,7,117642451,na,na,Likely pathogenic,Cystic fibrosis,GRCh38,single nucleotide variant
CFTR,7,117590355,na,na,Pathogenic,Cystic fibrosis|not provided|CFTR-related disorder|Cystic fibrosis;Congenital bilateral aplasia of vas deferens from CFTR mutation|Bronchiectasis with or without elevated sweat chloride 1,GRCh38,single nucleotide variant
SDHC,1,161314408,na,na,Pathogenic,Paragangliomas 3|Gastrointestinal stromal tumor;Paragangliomas 3|not provided,GRCh38,single nucleotide variant
SDHC,1,161356841,na,na,Pathogenic/Likely pathogenic,Paragangliomas 3|Hereditary cancer-predisposing syndrome|not provided|Gastrointestinal stromal tumor;Paragangliomas 3|Hereditary pheochromocytoma-paraganglioma,GRCh38,single nucleotide variant
SDHC,1,161356841,na,na,Pathogenic,Gastrointestinal stromal tumor|Carney-Stratakis syndrome|Carney triad|Gastrointestinal stromal tumor;Paragangliomas 3|Hereditary pheochromocytoma-paraganglioma,GRCh38,single nucleotide variant
RPS24,10,78037230,na,na,Pathogenic,Diamond-Blackfan anemia 3,GRCh38,single nucleotide variant
RPS24,10,78035394,na,na,Pathogenic,Diamond-Blackfan anemia 3|Diamond-Blackfan anemia|not provided,GRCh38,single nucleotide variant
BLMH,17,30249058,na,na,Benign,not provided|Alzheimer disease type 1,GRCh38,single nucleotide variant
FOXC2,16,86567632,na,na,Likely pathogenic,Distichiasis-lymphedema syndrome,GRCh38,single nucleotide variant
FOXC2,16,86567709,na,na,Likely pathogenic,Distichiasis-lymphedema syndrome,GRCh38,single nucleotide variant
FOXC2,16,86567697,na,na,Pathogenic,Distichiasis-lymphedema syndrome,GRCh38,single nucleotide variant
ATP8B1,18,57695188,na,na,Pathogenic,Progressive familial intrahepatic cholestasis type 1|not provided|ATP8B1-related disorder|Progressive familial intrahepatic cholestasis,GRCh38,single nucleotide variant
ATP8B1,18,57661207,na,na,Conflicting classifications of pathogenicity,"Progressive familial intrahepatic cholestasis type 1|not provided|Progressive familial intrahepatic cholestasis|Benign recurrent intrahepatic cholestasis type 1|ATP8B1-related disorder|Progressive familial intrahepatic cholestasis type 1;Benign recurrent intrahepatic cholestasis type 1;Cholestasis, intrahepatic, of pregnancy, 1",GRCh38,single nucleotide variant
ATP8B1,18,57695248,na,na,Pathogenic,Progressive familial intrahepatic cholestasis type 1,GRCh38,single nucleotide variant
ATP8B1,18,57669316,na,na,Pathogenic/Likely pathogenic,Progressive familial intrahepatic cholestasis type 1|not provided|Benign recurrent intrahepatic cholestasis type 1,GRCh38,single nucleotide variant
ATP8B1,18,57669433,na,na,Pathogenic/Likely pathogenic,"Benign recurrent intrahepatic cholestasis type 1|Progressive familial intrahepatic cholestasis type 1|not provided|ATP8B1-related disorder|Progressive familial intrahepatic cholestasis type 1;Benign recurrent intrahepatic cholestasis type 1;Cholestasis, intrahepatic, of pregnancy, 1|Progressive familial intrahepatic cholestasis",GRCh38,single nucleotide variant
ATP8B1,18,57674993,na,na,Pathogenic,Progressive familial intrahepatic cholestasis type 1|not provided|ATP8B1-related disorder,GRCh38,single nucleotide variant
ATP8B1,18,57654078,na,na,Pathogenic,Benign recurrent intrahepatic cholestasis type 1,GRCh38,single nucleotide variant
ATP8B1,18,57706561,na,na,Conflicting classifications of pathogenicity,"Cholestasis, intrahepatic, of pregnancy, 1|Progressive familial intrahepatic cholestasis type 2|Progressive familial intrahepatic cholestasis type 1|not specified|Benign recurrent intrahepatic cholestasis type 1|not provided|ATP8B1-related disorder",GRCh38,single nucleotide variant
ATP8B1,18,57661282,na,na,Pathogenic,"Cholestasis, intrahepatic, of pregnancy, 1",GRCh38,single nucleotide variant
ATP8B1,18,57688361,na,na,Pathogenic/Likely pathogenic,Progressive familial intrahepatic cholestasis type 1|not provided,GRCh38,single nucleotide variant
ATP8B1,18,57674849,na,na,Pathogenic,Progressive familial intrahepatic cholestasis type 1|Benign recurrent intrahepatic cholestasis type 1|not provided|Familial intrahepatic cholestasis type 1,GRCh38,single nucleotide variant
TUFM,16,28844008,na,na,Uncertain significance,Combined oxidative phosphorylation defect type 4|not provided,GRCh38,single nucleotide variant
DNM2,19,10819992,na,na,Conflicting classifications of pathogenicity,"Charcot-Marie-Tooth disease, dominant intermediate B, with neutropenia|Charcot-Marie-Tooth disease|Charcot-Marie-Tooth disease dominant intermediate B",GRCh38,single nucleotide variant
DNM2,19,10793833,na,na,Pathogenic,Autosomal dominant centronuclear myopathy|Centronuclear myopathy|Charcot-Marie-Tooth disease dominant intermediate B|not provided,GRCh38,single nucleotide variant
DNM2,19,10793832,na,na,Pathogenic,Autosomal dominant centronuclear myopathy|Centronuclear myopathy|Charcot-Marie-Tooth disease dominant intermediate B|Charcot-Marie-Tooth disease|not provided,GRCh38,single nucleotide variant
DNM2,19,10798543,na,na,Pathogenic,Autosomal dominant centronuclear myopathy|Centronuclear myopathy|Charcot-Marie-Tooth disease dominant intermediate B|Abnormality of the musculature|not provided|DNM2-related disorder,GRCh38,single nucleotide variant
DNM2,19,10793829,na,na,Pathogenic,Autosomal dominant centronuclear myopathy|Charcot-Marie-Tooth disease dominant intermediate B|Centronuclear myopathy|Myopathy|not provided|DNM2-related disorder,GRCh38,single nucleotide variant
DNM2,19,10812315,na,na,Conflicting classifications of pathogenicity,Autosomal dominant Charcot-Marie-Tooth disease type 2M|Charcot-Marie-Tooth disease|Charcot-Marie-Tooth disease dominant intermediate B,GRCh38,single nucleotide variant
DNM2,19,10820017,na,na,Conflicting classifications of pathogenicity,Autosomal dominant Charcot-Marie-Tooth disease type 2M|Charcot-Marie-Tooth disease|Charcot-Marie-Tooth disease dominant intermediate B,GRCh38,single nucleotide variant
DNM2,19,10823862,na,na,Pathogenic,Severe X-linked myotubular myopathy|Centronuclear myopathy|Charcot-Marie-Tooth disease dominant intermediate B|Autosomal dominant centronuclear myopathy|not provided|Fetal akinesia-cerebral and retinal hemorrhage syndrome;Autosomal dominant centronuclear myopathy;Charcot-Marie-Tooth disease dominant intermediate B,GRCh38,single nucleotide variant
DNM2,19,10823862,na,na,Pathogenic,Severe X-linked myotubular myopathy|Charcot-Marie-Tooth disease dominant intermediate B|not provided,GRCh38,single nucleotide variant
DNM2,19,10793799,na,na,Pathogenic/Likely pathogenic,Autosomal dominant Charcot-Marie-Tooth disease type 2M|Charcot-Marie-Tooth disease dominant intermediate B|not provided,GRCh38,single nucleotide variant
IFNAR2,21,33241945,na,na,Benign,"Hepatitis B virus, susceptibility to|Immunodeficiency 45|not provided|not specified|Mortality risk in patients with severe coronavirus disease (COVID-19)",GRCh38,single nucleotide variant
CTSC,11,88309176,na,na,Pathogenic,"Papillon-Lefèvre syndrome|Periodontitis, aggressive 1;Haim-Munk syndrome;Papillon-Lefèvre syndrome",GRCh38,single nucleotide variant
CTSC,11,88294509,na,na,Pathogenic,Papillon-Lefèvre syndrome,GRCh38,single nucleotide variant
CTSC,11,88300532,na,na,Pathogenic/Likely pathogenic,"Papillon-Lefèvre syndrome|not provided|Periodontitis, aggressive 1;Haim-Munk syndrome;Papillon-Lefèvre syndrome",GRCh38,single nucleotide variant
CTSC,11,88296166,na,na,Pathogenic,"Papillon-Lefèvre syndrome|Periodontitis, aggressive 1;Haim-Munk syndrome;Papillon-Lefèvre syndrome",GRCh38,single nucleotide variant
CTSC,11,88296165,na,na,Conflicting classifications of pathogenicity,"Haim-Munk syndrome|not provided|Periodontitis, aggressive 1;Haim-Munk syndrome;Papillon-Lefèvre syndrome",GRCh38,single nucleotide variant
CTSC,11,88337557,na,na,Likely pathogenic,"Papillon-Lefèvre syndrome|CTSC-related disorder|Periodontitis, aggressive 1;Haim-Munk syndrome;Papillon-Lefèvre syndrome",GRCh38,single nucleotide variant
CTSC,11,88294497,na,na,Pathogenic/Likely pathogenic,"Papillon-Lefèvre syndrome|Periodontitis, aggressive 1;Haim-Munk syndrome;Papillon-Lefèvre syndrome",GRCh38,single nucleotide variant
CTSC,11,88294111,na,na,Pathogenic,Papillon-Lefèvre syndrome,GRCh38,single nucleotide variant
